date;valuation;cashIn;cashOut
2025-05-21;41 766 241,19;0,00;0,00
2025-05-22;41 636 148,77;0,00;0,00
2025-05-23;41 606 183,80;0,00;0,00
2025-05-24;41 679 597,77;0,00;0,00
2025-05-25;41 687 197,85;0,00;0,00
2025-05-26;41 572 071,69;0,00;0,00
2025-05-27;41 661 195,43;0,00;0,00
2025-05-28;41 528 036,12;0,00;0,00
2025-05-29;41 061 111,52;0,00;0,00
2025-05-30;41 133 605,12;0,00;0,00
2025-05-31;41 174 035,94;0,00;0,00
2025-06-01;41 181 849,35;0,00;0,00
2025-06-02;41 280 979,22;0,00;0,00
2025-06-03;41 306 276,29;0,00;0,00
2025-06-04;41 467 971,37;0,00;0,00
2025-06-05;41 320 613,48;0,00;0,00
2025-06-06;41 467 938,08;0,00;0,00
2025-06-07;41 478 471,13;0,00;0,00
2025-06-08;41 486 034,30;0,00;0,00
2025-06-09;41 426 737,47;0,00;0,00
2025-06-10;41 105 553,15;0,00;0,00
2025-06-11;41 368 190,70;0,00;0,00
2025-06-12;41 530 836,45;0,00;0,00
2025-06-13;41 313 927,46;0,00;0,00
2025-06-14;41 321 906,87;0,00;0,00
2025-06-15;41 329 443,36;0,00;0,00
2025-06-16;41 175 892,17;0,00;0,00
2025-06-17;41 110 414,04;0,00;0,00
2025-06-18;41 145 054,88;0,00;0,00
2025-06-19;41 071 638,27;0,00;0,00
2025-06-20;41 062 552,37;0,00;0,00
2025-06-21;41 128 561,65;0,00;0,00
2025-06-22;41 136 058,90;0,00;0,00
2025-06-23;41 066 199,87;0,00;0,00
2025-06-24;41 129 891,55;0,00;0,00
2025-06-25;41 129 279,75;0,00;0,00
2025-06-26;41 135 155,61;0,00;0,00
2025-06-27;41 176 847,25;0,00;0,00
2025-06-28;41 284 165,78;0,00;0,00
2025-06-29;41 275 741,74;0,00;0,00
2025-06-30;41 287 530,34;0,00;0,00
2025-07-01;41 337 962,92;0,00;0,00
2025-07-02;41 359 658,93;0,00;0,00
2025-07-03;41 535 038,73;0,00;0,00
2025-07-04;41 598 028,80;0,00;0,00
2025-07-05;41 635 942,82;0,00;0,00
2025-07-06;41 643 553,63;0,00;0,00
2025-07-07;41 425 034,75;0,00;0,00
2025-07-08;41 324 924,56;0,00;0,00
2025-07-09;41 167 220,63;0,00;0,00
2025-07-10;41 094 524,85;0,00;0,00
2025-07-11;41 308 838,31;0,00;0,00
2025-07-12;41 342 040,48;0,00;0,00
2025-07-13;41 349 552,43;0,00;0,00
2025-07-14;41 204 889,75;0,00;0,00
2025-07-15;41 301 011,70;0,00;0,00
2025-07-16;41 235 599,23;0,00;0,00
2025-07-17;41 327 858,48;0,00;0,00
2025-07-18;41 549 519,50;0,00;0,00
2025-07-19;41 610 991,72;0,00;0,00
2025-07-20;41 618 542,70;0,00;0,00
2025-07-21;41 413 809,92;0,00;0,00
2025-07-22;41 502 027,21;0,00;0,00
2025-07-23;41 545 944,89;0,00;0,00
2025-07-24;42 038 246,71;0,00;0,00
2025-07-25;42 172 921,91;0,00;0,00
2025-07-26;42 423 466,34;0,00;0,00
2025-07-27;42 431 140,17;0,00;0,00
2025-07-28;43 091 796,99;0,00;0,00
2025-07-29;43 667 255,67;0,00;0,00
2025-07-30;43 337 801,50;0,00;0,00
2025-07-31;42 959 297,98;0,00;0,00
2025-08-01;42 739 213,54;0,00;0,00
2025-08-02;42 748 044,66;0,00;0,00
2025-08-03;42 755 772,60;0,00;0,00
2025-08-04;42 578 672,56;0,00;0,00
2025-08-05;42 618 762,51;0,00;0,00
2025-08-06;42 767 080,78;0,00;0,00
2025-08-07;42 616 557,37;0,00;0,00
2025-08-08;42 622 629,92;0,00;0,00
2025-08-09;42 832 781,23;0,00;0,00
2025-08-10;42 840 466,98;0,00;0,00
2025-08-11;42 752 870,05;0,00;0,00
2025-08-12;42 685 255,40;0,00;0,00
2025-08-13;42 858 371,43;0,00;0,00
2025-08-14;42 932 230,68;0,00;0,00
2025-08-15;42 966 323,93;0,00;0,00
2025-08-16;43 081 868,81;0,00;0,00
2025-08-17;43 089 575,76;0,00;0,00
2025-08-18;43 241 631,70;0,00;0,00
2025-08-19;43 261 367,21;0,00;0,00
2025-08-20;43 142 996,07;0,00;0,00
2025-08-21;43 060 013,19;0,00;0,00
2025-08-22;43 339 756,79;0,00;0,00
2025-08-23;43 575 894,84;0,00;0,00
2025-08-24;43 583 670,16;0,00;0,00
2025-08-25;43 394 222,28;0,00;0,00
2025-08-26;43 352 367,69;0,00;0,00
2025-08-27;43 326 949,00;0,00;0,00
2025-08-28;43 284 271,91;0,00;0,00
2025-08-29;43 347 107,81;0,00;0,00
2025-08-30;43 410 921,53;0,00;0,00
2025-08-31;43 414 841,90;0,00;0,00
2025-09-01;43 311 468,27;0,00;0,00
2025-09-02;43 301 551,73;0,00;0,00
2025-09-03;43 317 280,66;0,00;0,00
2025-09-04;43 574 802,74;0,00;0,00
2025-09-05;43 894 453,71;0,00;0,00
2025-09-06;44 037 573,24;0,00;0,00
2025-09-07;44 045 445,72;0,00;0,00
2025-09-08;44 331 947,92;0,00;0,00
2025-09-09;44 866 657,48;0,00;0,00
2025-09-10;45 551 067,36;0,00;0,00
2025-09-11;45 818 414,63;0,00;0,00
2025-09-12;45 558 737,79;0,00;0,00
2025-09-13;45 027 454,16;0,00;0,00
2025-09-14;45 035 377,84;0,00;0,00
2025-09-15;44 993 234,25;0,00;0,00
2025-09-16;44 739 830,56;0,00;0,00
2025-09-17;44 870 430,89;0,00;0,00
2025-09-18;44 911 543,36;0,00;0,00
2025-09-19;44 873 649,11;0,00;0,00
2025-09-20;45 033 490,92;0,00;0,00
2025-09-21;45 041 338,35;0,00;0,00
2025-09-22;44 890 892,41;0,00;0,00
2025-09-23;44 893 712,55;0,00;0,00
2025-09-24;44 674 556,07;0,00;0,00
2025-09-25;44 709 708,49;0,00;0,00
2025-09-26;44 569 366,83;0,00;0,00
2025-09-27;44 500 876,66;0,00;0,00
2025-09-28;44 508 714,65;0,00;0,00
2025-09-29;44 211 369,01;0,00;0,00
2025-09-30;43 995 386,21;0,00;0,00
2025-10-01;43 692 720,42;0,00;0,00
2025-10-02;43 272 891,16;0,00;0,00
2025-10-03;43 632 274,23;0,00;0,00
2025-10-04;44 015 667,28;0,00;0,00
2025-10-05;44 023 093,93;0,00;0,00
2025-10-06;43 997 789,40;0,00;0,00
2025-10-07;43 963 712,94;0,00;0,00
2025-10-08;43 428 234,50;0,00;0,00
2025-10-09;43 420 065,81;0,00;0,00
